doc_id,pdf_doc_id,source_path,file_name,title,logical_index,chunks,tables,pages
d9bd9410bd641d11b1235856_L3,d9bd9410bd641d11b1235856,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_взросл_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ__29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_взросл_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ__29102021_117.pdf,КП Диагностика и лечение пациентов взросл с заболеваниями нейрохирургического профиля в стационарных условиях пост МЗ  29102021 117,L3,1,43,52
d9bd9410bd641d11b1235856_L4,d9bd9410bd641d11b1235856,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_взросл_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ__29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_взросл_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ__29102021_117.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L4,1,43,52
d9bd9410bd641d11b1235856_L5,d9bd9410bd641d11b1235856,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_взросл_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ__29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_взросл_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ__29102021_117.pdf,клинический протокол устанавливает общие требования к объему,L5,545,43,52
b5f7fd7be57614440592bad6_L0,b5f7fd7be57614440592bad6,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,Об утверждении клинических протоколов,L0,1,9,17
b5f7fd7be57614440592bad6_L1,b5f7fd7be57614440592bad6,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,клинический протокол «Диагностика и лечение пациентов (взрослое население),L1,1,9,17
b5f7fd7be57614440592bad6_L2,b5f7fd7be57614440592bad6,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,клинический протокол «Диагностика и лечение пациентов (детское население),L2,4,9,17
b5f7fd7be57614440592bad6_L3,b5f7fd7be57614440592bad6,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,КП Диагностика и лечение пациентов детское с заболеваниями нейрохирургического профиля в стационарных условиях пост МЗ 29102021 117,L3,1,9,17
b5f7fd7be57614440592bad6_L4,b5f7fd7be57614440592bad6,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L4,1,9,17
b5f7fd7be57614440592bad6_L5,b5f7fd7be57614440592bad6,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,КП_Диагностика_и_лечение_пациентов_детское_с_заболеваниями_нейрохирургического_профиля_в_стационарных_условиях_пост_МЗ_29102021_117.pdf,клинический протокол устанавливает общие требования к объему,L5,196,9,17
367320cca9cdd25f53346738_L0,367320cca9cdd25f53346738,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,Об утверждении клинического протокола,L0,1,10,14
367320cca9cdd25f53346738_L1,367320cca9cdd25f53346738,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,клинический протокол «Диагностика и лечение пациентов с черепно-,L1,2,10,14
367320cca9cdd25f53346738_L2,367320cca9cdd25f53346738,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,КП Диагностика и лечение пациентов с черепно-мозговой травмой детское население 27.01.2023 17,L2,1,10,14
367320cca9cdd25f53346738_L3,367320cca9cdd25f53346738,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,10,14
367320cca9cdd25f53346738_L4,367320cca9cdd25f53346738,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,клинический протокол устанавливает общие требования к объему,L4,3,10,14
367320cca9cdd25f53346738_L5,367320cca9cdd25f53346738,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,КП_Диагностика_и_лечение_пациентов_с_черепно-мозговой_травмой_детское_население_27.01.2023_17.pdf,клинический протокол определяет минимальный объем медицинской,L5,108,10,14
e753a4707afe68a28c273a0d_L0,e753a4707afe68a28c273a0d,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,Об утверждении клинического протокола,L0,1,1,6
e753a4707afe68a28c273a0d_L1,e753a4707afe68a28c273a0d,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,клинический протокол «Диагностика и лечение новорожденных,L1,2,1,6
e753a4707afe68a28c273a0d_L2,e753a4707afe68a28c273a0d,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КП Диагностика лечение новорожденных гипоксической ишемической энцефалопатией пост МЗ 24.10.2024 151,L2,1,1,6
e753a4707afe68a28c273a0d_L3,e753a4707afe68a28c273a0d,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,1,6
e753a4707afe68a28c273a0d_L4,e753a4707afe68a28c273a0d,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,клинический протокол устанавливает общие требования к объему,L4,4,1,6
e753a4707afe68a28c273a0d_L5,e753a4707afe68a28c273a0d,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,клинический протокол определяет объем медицинской помощи,L5,4,1,6
e753a4707afe68a28c273a0d_L6,e753a4707afe68a28c273a0d,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,КП_Диагностика_лечение_новорожденных_гипоксической_ишемической_энцефалопатией_пост_МЗ_24.10.2024_151.pdf,"клинический протокол, при",L6,29,1,6
389f8cf1e2ea916d31e06f90_L0,389f8cf1e2ea916d31e06f90,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,Об утверждении клинического протокола,L0,1,7,12
389f8cf1e2ea916d31e06f90_L1,389f8cf1e2ea916d31e06f90,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,клинический протокол «Диагностика и лечение пациентов (взрослое,L1,2,7,12
389f8cf1e2ea916d31e06f90_L2,389f8cf1e2ea916d31e06f90,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП Диагностика лечение пациентов вз н нервно-мышечной дисфункцией мочевого пузыря пост МЗ 2024 181,L2,1,7,12
389f8cf1e2ea916d31e06f90_L3,389f8cf1e2ea916d31e06f90,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,7,12
389f8cf1e2ea916d31e06f90_L4,389f8cf1e2ea916d31e06f90,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,клинический протокол устанавливает общие требования к объему,L4,7,7,12
389f8cf1e2ea916d31e06f90_L5,389f8cf1e2ea916d31e06f90,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП Диагностика лечение пациентов вз н нервно-мышечной дисфункцией мочевого пузыря пост МЗ 2024 181,L5,1,7,12
389f8cf1e2ea916d31e06f90_L6,389f8cf1e2ea916d31e06f90,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,КП_Диагностика_лечение_пациентов_вз_н_нервно-мышечной_дисфункцией_мочевого_пузыря_пост_МЗ_2024_181.pdf,клинический протокол.,L6,80,7,12
902ed8ca0045c82920a7e30a_L0,902ed8ca0045c82920a7e30a,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,Об утверждении клинического протокола,L0,1,4,15
902ed8ca0045c82920a7e30a_L1,902ed8ca0045c82920a7e30a,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,клинический протокол «Диагностика и лечение пациентов (взрослое,L1,2,4,15
902ed8ca0045c82920a7e30a_L2,902ed8ca0045c82920a7e30a,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КП Диагностика лечение пациентов взр нас нарушениями вестибулярной функции при болезнях внутреннего уха пост МЗ 2025 155,L2,1,4,15
902ed8ca0045c82920a7e30a_L3,902ed8ca0045c82920a7e30a,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,4,15
902ed8ca0045c82920a7e30a_L4,902ed8ca0045c82920a7e30a,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,клинический протокол устанавливает общие требования к оказанию,L4,3,4,15
902ed8ca0045c82920a7e30a_L5,902ed8ca0045c82920a7e30a,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,клинический протокол определяет минимальный объем оказания,L5,6,4,15
902ed8ca0045c82920a7e30a_L6,902ed8ca0045c82920a7e30a,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,клинический протокол включает основные лекарственные препараты,L6,81,4,15
83b0b1598f12c23bc36593e7_L0,83b0b1598f12c23bc36593e7,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,Об утверждении клинического протокола,L0,1,1,11
83b0b1598f12c23bc36593e7_L1,83b0b1598f12c23bc36593e7,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,клинический протокол «Диагностика и лечение пациентов (взрослое,L1,2,1,11
83b0b1598f12c23bc36593e7_L2,83b0b1598f12c23bc36593e7,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,КП Диагностика лечение пациентов взр население с эпилепсией эпилептическим статусом судорожным синдромом пост МЗ 18.08.2023 119,L2,1,1,11
83b0b1598f12c23bc36593e7_L3,83b0b1598f12c23bc36593e7,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,1,11
83b0b1598f12c23bc36593e7_L4,83b0b1598f12c23bc36593e7,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,КП_Диагностика_лечение_пациентов_взр_население_с_эпилепсией_эпилептическим статусом_судорожным_синдромом_пост_МЗ_18.08.2023_119.pdf,клинический протокол устанавливает общие требования к объему,L4,96,1,11
0817b04aeaee013bd6ee7398_L0,0817b04aeaee013bd6ee7398,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,Об утверждении клинического протокола,L0,1,1,50
0817b04aeaee013bd6ee7398_L1,0817b04aeaee013bd6ee7398,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КП Диагностика лечение пациентов заболеваниями нервной системы детс нас пост МЗ 12.04.2023 53,L1,4,1,50
0817b04aeaee013bd6ee7398_L2,0817b04aeaee013bd6ee7398,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КП Диагностика лечение пациентов заболеваниями нервной системы детс нас пост МЗ 12.04.2023 53,L2,1,1,50
0817b04aeaee013bd6ee7398_L3,0817b04aeaee013bd6ee7398,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,1,50
0817b04aeaee013bd6ee7398_L4,0817b04aeaee013bd6ee7398,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,клинический протокол устанавливает общие требования к диагностике,L4,20,1,50
0817b04aeaee013bd6ee7398_L5,0817b04aeaee013bd6ee7398,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,КП_Диагностика_лечение_пациентов_заболеваниями_нервной_системы_детс_нас_пост_МЗ_12.04.2023_53.pdf,клинический протокол в части лечения заболеваний нервной системы,L5,383,1,50
12bdeebc6d32c59bb6d57e19_L0,12bdeebc6d32c59bb6d57e19,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,Об утверждении клинического протокола,L0,1,0,18
12bdeebc6d32c59bb6d57e19_L1,12bdeebc6d32c59bb6d57e19,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП Диагностика лечение пациентов наследственными нервно-мышечными заболеваниями вз-нас пост МЗ 2025 42,L1,2,0,18
12bdeebc6d32c59bb6d57e19_L2,12bdeebc6d32c59bb6d57e19,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП Диагностика лечение пациентов наследственными нервно-мышечными заболеваниями вз-нас пост МЗ 2025 42,L2,1,0,18
12bdeebc6d32c59bb6d57e19_L3,12bdeebc6d32c59bb6d57e19,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,0,18
12bdeebc6d32c59bb6d57e19_L4,12bdeebc6d32c59bb6d57e19,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,клинический протокол устанавливает общие требования к оказанию,L4,3,0,18
12bdeebc6d32c59bb6d57e19_L5,12bdeebc6d32c59bb6d57e19,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,клинический протокол определяет минимальный объем медицинской,L5,4,0,18
12bdeebc6d32c59bb6d57e19_L6,12bdeebc6d32c59bb6d57e19,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,КП_Диагностика_лечение_пациентов_наследственными_нервно-мышечными_заболеваниями_вз-нас_пост_МЗ_2025_42.pdf,клинический протокол.,L6,107,0,18
9e3d0f4e4b233f35df3b21dc_L0,9e3d0f4e4b233f35df3b21dc,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,Об утверждении клинического протокола,L0,1,84,119
9e3d0f4e4b233f35df3b21dc_L1,9e3d0f4e4b233f35df3b21dc,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,клинический протокол «Диагностика и лечение пациентов с,L1,2,84,119
9e3d0f4e4b233f35df3b21dc_L2,9e3d0f4e4b233f35df3b21dc,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,КП Диагностика лечение пациентов с заболеваниями нервной системы взр нас пост МЗ 2018 8,L2,1,84,119
9e3d0f4e4b233f35df3b21dc_L3,9e3d0f4e4b233f35df3b21dc,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,84,119
9e3d0f4e4b233f35df3b21dc_L4,9e3d0f4e4b233f35df3b21dc,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,клинический протокол устанавливает общие требования к диагностике,L4,4,84,119
9e3d0f4e4b233f35df3b21dc_L5,9e3d0f4e4b233f35df3b21dc,minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,КП_Диагностика_лечение_пациентов_с_заболеваниями_нервной_системы_взр_нас_пост_МЗ_2018_8.pdf,5. Протокол содержит требования к диагностике и лечению пациентов в зависимости,L5,457,84,119
