doc_id,pdf_doc_id,source_path,file_name,title,logical_index,chunks,tables,pages
e3f941d8bedacf2bd290b8c9_L0,e3f941d8bedacf2bd290b8c9,minzdrav_protocols/akusherstvo-ginekologiya/КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,Об утверждении клинического протокола,L0,1,0,13
e3f941d8bedacf2bd290b8c9_L1,e3f941d8bedacf2bd290b8c9,minzdrav_protocols/akusherstvo-ginekologiya/КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,клинический протокол «Лучевая диагностика заболеваний головного,L1,2,0,13
e3f941d8bedacf2bd290b8c9_L2,e3f941d8bedacf2bd290b8c9,minzdrav_protocols/akusherstvo-ginekologiya/КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87,L2,1,0,13
e3f941d8bedacf2bd290b8c9_L3,e3f941d8bedacf2bd290b8c9,minzdrav_protocols/akusherstvo-ginekologiya/КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,0,13
e3f941d8bedacf2bd290b8c9_L4,e3f941d8bedacf2bd290b8c9,minzdrav_protocols/akusherstvo-ginekologiya/КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,КП Лучевая диагностика заболеваний головного мозга у детей 23.08.2019 №87.pdf,клинический протокол устанавливает общие требования к лучевой,L4,82,0,13
8429fa03fad1dc403479ff93,8429fa03fad1dc403479ff93,minzdrav_protocols/akusherstvo-ginekologiya/КП Поддержка сексуального и репродуктивного здоровья людей живущих с ВИЧ 27.12.2010 №1369.pdf,КП Поддержка сексуального и репродуктивного здоровья людей живущих с ВИЧ 27.12.2010 №1369.pdf,клинических протоколов,,4,0,56
1e861a90652979800130e51f_L0,1e861a90652979800130e51f,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,Об утверждении клинического протокола,L0,1,0,3
1e861a90652979800130e51f_L1,1e861a90652979800130e51f,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,клинический протокол «Профилактика геморрагической болезни,L1,2,0,3
1e861a90652979800130e51f_L2,1e861a90652979800130e51f,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28,L2,1,0,3
1e861a90652979800130e51f_L3,1e861a90652979800130e51f,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,0,3
1e861a90652979800130e51f_L4,1e861a90652979800130e51f,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,клинический протокол устанавливает общие требования к объемам,L4,15,0,3
bb5fc2f96566b1dae9c3eae2_L0,bb5fc2f96566b1dae9c3eae2,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018 59,L0,1,27,48
bb5fc2f96566b1dae9c3eae2_L1,bb5fc2f96566b1dae9c3eae2,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,клинический протокол «Профилактика,L1,2,27,48
bb5fc2f96566b1dae9c3eae2_L2,bb5fc2f96566b1dae9c3eae2,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018 59,L2,1,27,48
bb5fc2f96566b1dae9c3eae2_L3,bb5fc2f96566b1dae9c3eae2,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,27,48
bb5fc2f96566b1dae9c3eae2_L4,bb5fc2f96566b1dae9c3eae2,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,клинический протокол «Профилактика передачи ВИЧ-,L4,1,27,48
bb5fc2f96566b1dae9c3eae2_L5,bb5fc2f96566b1dae9c3eae2,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,Клинический протокол),L5,24,27,48
bb5fc2f96566b1dae9c3eae2_L6,bb5fc2f96566b1dae9c3eae2,minzdrav_protocols/akusherstvo-ginekologiya/КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,КП Профилактика передачи ВИЧ-инфекции от матери ребенку 28.06.2018_59.pdf,Клинический протокол также описывает комплекс,L6,250,27,48
b025f89a8d25d59672f30cd9_L0,b025f89a8d25d59672f30cd9,minzdrav_protocols/akusherstvo-ginekologiya/КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,клинических протоколов,L0,1,2,5
b025f89a8d25d59672f30cd9_L1,b025f89a8d25d59672f30cd9,minzdrav_protocols/akusherstvo-ginekologiya/КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,"клинический протокол диагностики, лечения и медицинской",L1,3,2,5
b025f89a8d25d59672f30cd9_L2,b025f89a8d25d59672f30cd9,minzdrav_protocols/akusherstvo-ginekologiya/КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,"клинический протокол диагностики, лечения и диспансерного",L2,3,2,5
b025f89a8d25d59672f30cd9_L3,b025f89a8d25d59672f30cd9,minzdrav_protocols/akusherstvo-ginekologiya/КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,"клинический протокол диагностики, лечения и диспансерного",L3,6,2,5
b025f89a8d25d59672f30cd9_L4,b025f89a8d25d59672f30cd9,minzdrav_protocols/akusherstvo-ginekologiya/КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L4,1,2,5
b025f89a8d25d59672f30cd9_L5,b025f89a8d25d59672f30cd9,minzdrav_protocols/akusherstvo-ginekologiya/КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,Клинический протокол диагностики (далее - биохимического,L5,40,2,5
8163d7d78ee09d51ea7b317e,8163d7d78ee09d51ea7b317e,minzdrav_protocols/akusherstvo-ginekologiya/КП медицинской реабилитации пациентов после хирургического лечения новообразований органов желудочно-кишечного тракта04.08.2011 №789.pdf,КП медицинской реабилитации пациентов после хирургического лечения новообразований органов желудочно-кишечного тракта04.08.2011 №789.pdf,КП медицинской реабилитации пациентов после хирургического лечения новообразований органов желудочно-кишечного тракта04.08.2011 №789,,6,0,11
40e005ecb3733cad72328425_L0,40e005ecb3733cad72328425,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,Об утверждении клинического протокола,L0,1,2,19
40e005ecb3733cad72328425_L1,40e005ecb3733cad72328425,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,КП Диагностика и лечение пациентов с хроническими заболеваниями вен взр население-пост МЗ 2022 55,L1,2,2,19
40e005ecb3733cad72328425_L2,40e005ecb3733cad72328425,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,КП Диагностика и лечение пациентов с хроническими заболеваниями вен взр население-пост МЗ 2022 55,L2,1,2,19
40e005ecb3733cad72328425_L3,40e005ecb3733cad72328425,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,2,19
40e005ecb3733cad72328425_L4,40e005ecb3733cad72328425,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,клинический протокол устанавливает общие требования к объему,L4,182,2,19
d4c0214b734200302ec13b4a_L0,d4c0214b734200302ec13b4a,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,Об утверждении клинического протокола,L0,1,0,5
d4c0214b734200302ec13b4a_L1,d4c0214b734200302ec13b4a,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,КП Диагностика лечение осложнений многоплодной беременности 2017 44,L1,3,0,5
d4c0214b734200302ec13b4a_L2,d4c0214b734200302ec13b4a,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,КП Диагностика лечение осложнений многоплодной беременности 2017 44,L2,1,0,5
d4c0214b734200302ec13b4a_L3,d4c0214b734200302ec13b4a,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,2,0,5
d4c0214b734200302ec13b4a_L4,d4c0214b734200302ec13b4a,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,КП_Диагностика_лечение_осложнений_многоплодной_беременности_2017_44.pdf,клинический протокол устанавливает общие требования к диагностике,L4,34,0,5
295c37dfe2c61b11045c3e7b_L0,295c37dfe2c61b11045c3e7b,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,Об утверждении клинических протоколов,L0,1,6,9
295c37dfe2c61b11045c3e7b_L1,295c37dfe2c61b11045c3e7b,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП Диагностика наследственных тромбофилий и профилактика венозных тромбоэмболических осложнений пост МЗ 01042022 24,L1,1,6,9
295c37dfe2c61b11045c3e7b_L2,295c37dfe2c61b11045c3e7b,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,клинический протокол «Диагностика наследственных тромбофилий и медицинская,L2,2,6,9
295c37dfe2c61b11045c3e7b_L3,295c37dfe2c61b11045c3e7b,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,клинический протокол «Оказание медицинской помощи женщинам с приращением,L3,2,6,9
295c37dfe2c61b11045c3e7b_L4,295c37dfe2c61b11045c3e7b,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП Диагностика наследственных тромбофилий и профилактика венозных тромбоэмболических осложнений пост МЗ 01042022 24,L4,1,6,9
295c37dfe2c61b11045c3e7b_L5,295c37dfe2c61b11045c3e7b,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L5,1,6,9
295c37dfe2c61b11045c3e7b_L6,295c37dfe2c61b11045c3e7b,minzdrav_protocols/akusherstvo-ginekologiya/КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,КП_Диагностика_наследственных_тромбофилий_и_профилактика_венозных_тромбоэмболических_осложнений_пост_МЗ_01042022_24.pdf,клинический протокол устанавливает общие требования к диагностике,L6,80,6,9
4b935842345602a67b902633_L0,4b935842345602a67b902633,minzdrav_protocols/akusherstvo-ginekologiya/КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,Об утверждении клинического протокола,L0,1,0,5
4b935842345602a67b902633_L1,4b935842345602a67b902633,minzdrav_protocols/akusherstvo-ginekologiya/КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,КП Лечение бесплодия методом экстракорпорального оплодотворения 24.12.2021 №115,L1,2,0,5
4b935842345602a67b902633_L2,4b935842345602a67b902633,minzdrav_protocols/akusherstvo-ginekologiya/КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,КП Лечение бесплодия методом экстракорпорального оплодотворения 24.12.2021 №115,L2,1,0,5
4b935842345602a67b902633_L3,4b935842345602a67b902633,minzdrav_protocols/akusherstvo-ginekologiya/КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,0,5
4b935842345602a67b902633_L4,4b935842345602a67b902633,minzdrav_protocols/akusherstvo-ginekologiya/КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,КП_Лечение_бесплодия_методом_экстракорпорального_оплодотворения_24.12.2021_№115.pdf,клинический протокол устанавливает общие требования к выбору,L4,53,0,5
a13c5d4347b4b9db8f33cc92_L0,a13c5d4347b4b9db8f33cc92,minzdrav_protocols/akusherstvo-ginekologiya/КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,Об утверждении клинического протокола,L0,1,147,144
a13c5d4347b4b9db8f33cc92_L1,a13c5d4347b4b9db8f33cc92,minzdrav_protocols/akusherstvo-ginekologiya/КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП Медицинское наблюдение и оказание медицинской помощи женщинам в акушерстве и гинекологии пост МЗ 19.02.2018 № 17,L1,2,147,144
a13c5d4347b4b9db8f33cc92_L2,a13c5d4347b4b9db8f33cc92,minzdrav_protocols/akusherstvo-ginekologiya/КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП Медицинское наблюдение и оказание медицинской помощи женщинам в акушерстве и гинекологии пост МЗ 19.02.2018 № 17,L2,1,147,144
a13c5d4347b4b9db8f33cc92_L3,a13c5d4347b4b9db8f33cc92,minzdrav_protocols/akusherstvo-ginekologiya/КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,147,144
a13c5d4347b4b9db8f33cc92_L4,a13c5d4347b4b9db8f33cc92,minzdrav_protocols/akusherstvo-ginekologiya/КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,2. Требования настоящего Клинического протокола являются обязательными для,L4,7,147,144
a13c5d4347b4b9db8f33cc92_L5,a13c5d4347b4b9db8f33cc92,minzdrav_protocols/akusherstvo-ginekologiya/КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,"протокол, но которыми располагает данная организация здравоохранения.",L5,1,147,144
a13c5d4347b4b9db8f33cc92_L6,a13c5d4347b4b9db8f33cc92,minzdrav_protocols/akusherstvo-ginekologiya/КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,Клинический протокол для базовой фармакотерапии нозологических,L6,3,147,144
a13c5d4347b4b9db8f33cc92_L7,a13c5d4347b4b9db8f33cc92,minzdrav_protocols/akusherstvo-ginekologiya/КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,КП_Медицинское_наблюдение_и_оказание_медицинской_помощи_женщинам_в_акушерстве_и_гинекологии_пост_МЗ_19.02.2018_№_17.pdf,Клинический протокол.,L7,1237,147,144
47751843718bdb8594ec0309_L0,47751843718bdb8594ec0309,minzdrav_protocols/akusherstvo-ginekologiya/КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,Об утверждении клинического протокола,L0,1,0,7
47751843718bdb8594ec0309_L1,47751843718bdb8594ec0309,minzdrav_protocols/akusherstvo-ginekologiya/КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,клинических протоколов».,L1,3,0,7
47751843718bdb8594ec0309_L2,47751843718bdb8594ec0309,minzdrav_protocols/akusherstvo-ginekologiya/КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,КП Меднаблюдение и оказание медпомощи женщинам с резус-иммунизацией и другими формами изоиммунизации пост МЗ 2022 128,L2,1,0,7
47751843718bdb8594ec0309_L3,47751843718bdb8594ec0309,minzdrav_protocols/akusherstvo-ginekologiya/КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,0,7
47751843718bdb8594ec0309_L4,47751843718bdb8594ec0309,minzdrav_protocols/akusherstvo-ginekologiya/КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,КП_Меднаблюдение_и_оказание_медпомощи_женщинам_с_резус-иммунизацией_и_другими_формами_изоиммунизации_пост_МЗ_2022_128.pdf,клинический протокол устанавливает общие требования к объему,L4,66,0,7
ab0e9f81adfef6e5962b8740_L0,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,Об утверждении клинического протокола,L0,1,8,145
ab0e9f81adfef6e5962b8740_L1,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП Оказание медицинской помощи в неонатологии постановление МЗ 18042022 34,L1,2,8,145
ab0e9f81adfef6e5962b8740_L2,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП Оказание медицинской помощи в неонатологии постановление МЗ 18042022 34,L2,1,8,145
ab0e9f81adfef6e5962b8740_L3,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L3,1,8,145
ab0e9f81adfef6e5962b8740_L4,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,клинический протокол устанавливает общие требования к оказанию,L4,5,8,145
ab0e9f81adfef6e5962b8740_L5,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,"клинический протокол, при возможности их реализации в данной организации",L5,1,8,145
ab0e9f81adfef6e5962b8740_L6,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,клинический протокол для фармакотерапии нозологических форм,L6,2,8,145
ab0e9f81adfef6e5962b8740_L7,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,клинический протокол.,L7,0,8,145
ab0e9f81adfef6e5962b8740_L8,ab0e9f81adfef6e5962b8740,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,клинический протокол определяет минимальный объем медицинской,L8,1436,8,145
